Insurance Validity,Seats,c_id
Comprehensive,5,1225
Third Party insurance,5,1226
Comprehensive,7,1227
Comprehensive,5,1228
Comprehensive,5,1229
Comprehensive,5,1230
Comprehensive,5,1231
Comprehensive,5,1232
Comprehensive,7,1233
Comprehensive,5,1234
Comprehensive,5,1235
Comprehensive,5,1236
Comprehensive,5,1237
Comprehensive,5,1238
Comprehensive,5,1239
Comprehensive,5,1240
Comprehensive,5,1241
Comprehensive,5,1242
Comprehensive,5,1243
Comprehensive,5,1244
Comprehensive,7,1245
Comprehensive,5,1246
Comprehensive,5,1247
Comprehensive,5,1248
Comprehensive,5,1249
Comprehensive,5,1250
Comprehensive,5,1251
Comprehensive,5,1252
Comprehensive,5,1253
Comprehensive,5,1254
Comprehensive,5,1255
Comprehensive,5,1256
Comprehensive,5,1257
Comprehensive,7,1258
Comprehensive,5,1259
Comprehensive,5,1260
Comprehensive,5,1261
Third Party insurance,5,1262
Comprehensive,5,1263
Comprehensive,5,1264
Comprehensive,5,1265
Comprehensive,5,1266
Comprehensive,5,1267
Comprehensive,5,1268
Comprehensive,5,1269
Comprehensive,5,1270
Third Party insurance,5,1271
Comprehensive,5,1272
Comprehensive,5,1273
Comprehensive,5,1274
Comprehensive,5,1275
Comprehensive,5,1276
Comprehensive,5,1277
Comprehensive,5,1278
Comprehensive,7,1279
Comprehensive,5,1280
Comprehensive,5,1281
Comprehensive,5,1282
Comprehensive,7,1283
Comprehensive,7,1284
Comprehensive,5,1285
Comprehensive,5,1286
Comprehensive,5,1287
Comprehensive,5,1288
Comprehensive,5,1289
Comprehensive,5,1290
Comprehensive,5,1291
Comprehensive,5,1292
Comprehensive,5,1293
Comprehensive,5,1294
Comprehensive,5,1295
Comprehensive,5,1296
Comprehensive,5,1297
Comprehensive,5,1298
Comprehensive,7,1299
Comprehensive,5,1300
Comprehensive,5,1301
Comprehensive,5,1302
Comprehensive,7,1303
Third Party insurance,5,1304
Third Party insurance,5,1305
Comprehensive,5,1306
Comprehensive,5,1307
Comprehensive,5,1308
Comprehensive,7,1309
Comprehensive,7,1310
Comprehensive,5,1311
Comprehensive,5,1312
Comprehensive,5,1313
Comprehensive,5,1314
Third Party insurance,5,1315
Comprehensive,8,1316
Comprehensive,5,1317
Comprehensive,5,1318
Comprehensive,5,1319
Third Party insurance,5,1320
Third Party insurance,5,1321
Third Party insurance,5,1322
Third Party insurance,5,1323
Third Party insurance,5,1324
Third Party insurance,5,1325
Third Party insurance,5,1326
Third Party insurance,5,1327
Third Party insurance,5,1328
Third Party insurance,5,1329
Third Party insurance,5,1330
Third Party insurance,5,1331
Third Party insurance,5,1332
Third Party insurance,5,1333
Third Party insurance,5,1334
Third Party insurance,5,1335
Comprehensive,5,1336
Third Party insurance,5,1337
Third Party insurance,5,1338
Third Party insurance,5,1339
Third Party insurance,5,1340
Third Party insurance,5,1341
Third Party insurance,5,1342
Third Party insurance,5,1343
Third Party insurance,5,1344
Third Party insurance,5,1345
Third Party insurance,5,1346
Third Party insurance,5,1347
Third Party insurance,5,1348
Third Party insurance,5,1349
Third Party insurance,5,1350
Third Party insurance,5,1351
Third Party insurance,5,1352
Third Party insurance,5,1353
Third Party insurance,5,1354
Third Party insurance,5,1355
Third Party insurance,5,1356
Third Party insurance,5,1357
Third Party insurance,5,1358
Third Party insurance,5,1359
Third Party insurance,5,1360
Third Party insurance,5,1361
Third Party insurance,5,1362
Third Party insurance,5,1363
Third Party insurance,5,1364
Third Party insurance,5,1365
Third Party insurance,5,1366
Third Party insurance,5,1367
Third Party insurance,5,1368
Third Party insurance,5,1369
Third Party insurance,5,1370
Third Party insurance,5,1371
Third Party insurance,5,1372
Third Party insurance,4,1373
Third Party insurance,5,1374
Third Party insurance,5,1375
Third Party insurance,5,1376
Third Party insurance,5,1377
Third Party insurance,5,1378
Third Party insurance,5,1379
Third Party insurance,5,1380
Third Party insurance,5,1381
Third Party insurance,5,1382
Third Party,5,1383
Third Party insurance,5,1384
Third Party insurance,5,1385
Third Party insurance,5,1386
Third Party insurance,5,1387
Comprehensive,5,1388
Third Party insurance,5,1389
Comprehensive,5,1390
Third Party insurance,5,1391
Third Party insurance,5,1392
Third Party insurance,5,1393
Comprehensive,5,1394
Comprehensive,5,1395
Comprehensive,5,1396
Comprehensive,5,1397
Third Party insurance,5,1398
Third Party insurance,5,1399
Third Party insurance,5,1400
Third Party insurance,5,1401
Third Party insurance,5,1402
Third Party,5,1403
Third Party insurance,5,1404
Third Party insurance,5,1405
Comprehensive,5,1406
Third Party insurance,5,1407
Comprehensive,5,1408
Comprehensive,5,1409
Comprehensive,5,1410
Third Party insurance,5,1411
Third Party insurance,7,1412
Comprehensive,5,1413
Comprehensive,5,1414
Comprehensive,5,1415
Comprehensive,5,1416
Third Party insurance,5,1417
Comprehensive,5,1418
Third Party insurance,4,1419
Third Party insurance,5,1420
Third Party insurance,5,1421
Comprehensive,5,1422
Zero Dep,5,1423
Comprehensive,5,1424
Comprehensive,5,1425
Third Party insurance,5,1426
Third Party insurance,5,1427
Third Party insurance,5,1428
Third Party insurance,5,1429
Third Party insurance,5,1430
Third Party insurance,5,1431
Third Party insurance,5,1432
Third Party insurance,5,1433
Third Party insurance,5,1434
Third Party insurance,6,1435
Third Party insurance,5,1436
Comprehensive,5,1437
Third Party insurance,8,1438
Third Party insurance,5,1439
Third Party insurance,5,1440
Third Party insurance,5,1441
Third Party insurance,5,1442
Third Party insurance,5,1443
Comprehensive,8,1444
Comprehensive,5,1445
Comprehensive,5,1446
Comprehensive,5,1447
Third Party insurance,5,1448
Third Party insurance,7,1449
Third Party insurance,5,1450
Third Party insurance,5,1451
Third Party insurance,5,1452
Third Party insurance,5,1453
Third Party insurance,5,1454
Comprehensive,5,1455
Zero Dep,5,1456
Third Party insurance,5,1457
Third Party insurance,5,1458
Third Party,5,1459
Comprehensive,5,1460
Comprehensive,5,1461
Comprehensive,5,1462
Third Party insurance,5,1463
Third Party insurance,5,1464
Comprehensive,5,1465
Third Party insurance,5,1466
Third Party insurance,5,1467
Third Party insurance,5,1468
Third Party insurance,5,1469
Third Party insurance,5,1470
Third Party insurance,5,1471
Comprehensive,5,1472
Third Party insurance,8,1473
Comprehensive,5,1474
Comprehensive,5,1475
Comprehensive,7,1476
Comprehensive,5,1477
Third Party,7,1478
Comprehensive,5,1479
Comprehensive,5,1480
Comprehensive,5,1481
Comprehensive,5,1482
Third Party insurance,5,1483
Third Party insurance,5,1484
Third Party insurance,5,1485
Comprehensive,5,1486
Third Party insurance,5,1487
Third Party insurance,5,1488
Third Party insurance,5,1489
Comprehensive,5,1490
Comprehensive,5,1491
Third Party insurance,5,1492
Third Party insurance,5,1493
Third Party,5,1494
Comprehensive,5,1495
Comprehensive,5,1496
Comprehensive,5,1497
Comprehensive,5,1498
Zero Dep,5,1499
Third Party insurance,5,1500
Comprehensive,5,1501
Comprehensive,5,1502
Comprehensive,5,1503
Comprehensive,7,1504
Comprehensive,5,1505
Third Party insurance,8,1506
Comprehensive,5,1507
Third Party insurance,5,1508
Third Party insurance,5,1509
Comprehensive,5,1510
Comprehensive,5,1511
Third Party insurance,5,1512
Third Party insurance,5,1513
Third Party insurance,7,1514
Zero Dep,5,1515
Third Party insurance,5,1516
Third Party,5,1517
Comprehensive,5,1518
Third Party,5,1519
Comprehensive,5,1520
Third Party insurance,5,1521
Third Party insurance,8,1522
Third Party insurance,8,1523
Comprehensive,5,1524
Third Party insurance,5,1525
Third Party insurance,5,1526
Third Party insurance,6,1527
Comprehensive,5,1528
Comprehensive,7,1529
Comprehensive,7,1530
Comprehensive,5,1531
Comprehensive,5,1532
Third Party insurance,7,1533
Third Party,5,1534
Third Party,5,1535
Comprehensive,5,1536
Third Party,5,1537
Comprehensive,5,1538
Third Party insurance,5,1539
Third Party insurance,5,1540
Third Party insurance,5,1541
Third Party insurance,5,1542
Third Party insurance,5,1543
Comprehensive,7,1544
Third Party insurance,5,1545
Comprehensive,5,1546
Third Party insurance,5,1547
Comprehensive,5,1548
Third Party insurance,5,1549
Third Party insurance,5,1550
Comprehensive,5,1551
Comprehensive,5,1552
Third Party insurance,5,1553
Comprehensive,5,1554
Comprehensive,5,1555
Third Party insurance,6,1556
Zero Dep,5,1557
Third Party,5,1558
Third Party insurance,5,1559
Third Party insurance,5,1560
Comprehensive,5,1561
Third Party insurance,5,1562
Third Party insurance,5,1563
Comprehensive,5,1564
Third Party insurance,5,1565
Comprehensive,6,1566
Third Party insurance,5,1567
Comprehensive,5,1568
Third Party,5,1569
Comprehensive,7,1570
Comprehensive,5,1571
Third Party insurance,5,1572
Third Party insurance,7,1573
Third Party,5,1574
Zero Dep,5,1575
Third Party insurance,5,1576
Comprehensive,5,1577
Comprehensive,5,1578
Comprehensive,5,1579
Third Party insurance,6,1580
Third Party insurance,5,1581
Third Party insurance,5,1582
Comprehensive,5,1583
Third Party insurance,5,1584
Third Party insurance,5,1585
Third Party insurance,5,1586
Comprehensive,5,1587
Third Party insurance,5,1588
Third Party insurance,5,1589
Third Party insurance,5,1590
Third Party insurance,5,1591
Third Party insurance,5,1592
Third Party insurance,5,1593
Comprehensive,5,1594
Zero Dep,5,1595
Third Party insurance,5,1596
Comprehensive,5,1597
Comprehensive,5,1598
Third Party insurance,5,1599
Third Party insurance,5,1600
Third Party insurance,5,1601
Third Party insurance,5,1602
Third Party insurance,5,1603
Third Party insurance,5,1604
Third Party insurance,5,1605
Third Party insurance,5,1606
Third Party insurance,7,1607
Third Party insurance,5,1608
Third Party insurance,5,1609
Comprehensive,7,1610
Third Party insurance,5,1611
Third Party,5,1612
Third Party insurance,5,1613
Third Party,7,1614
Comprehensive,5,1615
Third Party,5,1616
Third Party insurance,5,1617
Third Party,7,1618
Comprehensive,5,1619
Third Party insurance,5,1620
Third Party insurance,5,1621
Third Party insurance,5,1622
Third Party insurance,5,1623
Comprehensive,5,1624
Third Party insurance,5,1625
Third Party insurance,5,1626
Third Party insurance,5,1627
Third Party insurance,5,1628
Third Party insurance,5,1629
Third Party insurance,5,1630
Comprehensive,5,1631
Comprehensive,5,1632
Third Party,5,1633
Third Party,5,1634
Comprehensive,5,1635
Third Party,5,1636
Zero Dep,5,1637
Third Party insurance,5,1638
Comprehensive,5,1639
Third Party insurance,5,1640
Third Party insurance,5,1641
Third Party insurance,5,1642
Comprehensive,7,1643
Comprehensive,5,1644
Third Party insurance,7,1645
Comprehensive,7,1646
Third Party insurance,5,1647
Third Party insurance,5,1648
Third Party insurance,5,1649
Comprehensive,5,1650
Third Party insurance,5,1651
Third Party insurance,5,1652
Third Party insurance,5,1653
Comprehensive,5,1654
Comprehensive,5,1655
Comprehensive,5,1656
Third Party,5,1657
Comprehensive,5,1658
Third Party insurance,5,1659
Third Party insurance,5,1660
Third Party insurance,5,1661
Third Party insurance,5,1662
Third Party insurance,7,1663
Third Party insurance,5,1664
Third Party insurance,5,1665
Comprehensive,5,1666
Third Party insurance,5,1667
Third Party insurance,5,1668
Third Party insurance,5,1669
Third Party insurance,5,1670
Comprehensive,5,1671
Comprehensive,5,1672
Third Party,5,1673
Comprehensive,5,1674
Third Party insurance,6,1675
Comprehensive,5,1676
Comprehensive,5,1677
Third Party insurance,7,1678
Third Party insurance,5,1679
Third Party insurance,5,1680
Comprehensive,5,1681
Third Party insurance,7,1682
Third Party insurance,5,1683
Third Party insurance,5,1684
Third Party insurance,5,1685
Third Party insurance,5,1686
Third Party insurance,8,1687
Third Party insurance,5,1688
Third Party insurance,5,1689
Third Party insurance,5,1690
Third Party insurance,5,1691
Comprehensive,5,1692
Third Party insurance,5,1693
Comprehensive,5,1694
Third Party insurance,5,1695
Third Party,5,1696
Third Party,5,1697
Third Party insurance,5,1698
Third Party insurance,5,1699
Third Party insurance,7,1700
Third Party insurance,5,1701
Third Party insurance,5,1702
Comprehensive,5,1703
Comprehensive,5,1704
Comprehensive,5,1705
Third Party insurance,8,1706
Third Party insurance,5,1707
Comprehensive,5,1708
Comprehensive,5,1709
Third Party insurance,5,1710
Third Party insurance,5,1711
Zero Dep,5,1712
Third Party insurance,5,1713
Comprehensive,5,1714
Third Party insurance,5,1715
Third Party insurance,5,1716
Third Party insurance,7,1717
Third Party insurance,5,1718
Comprehensive,7,1719
Third Party insurance,5,1720
Comprehensive,5,1721
Third Party insurance,5,1722
Third Party insurance,5,1723
Third Party insurance,5,1724
Third Party insurance,,1725
Third Party insurance,5,1726
Third Party insurance,5,1727
Comprehensive,5,1728
Third Party insurance,5,1729
Third Party insurance,7,1730
Comprehensive,5,1731
Zero Dep,5,1732
Third Party insurance,7,1733
Third Party insurance,5,1734
Comprehensive,5,1735
Comprehensive,5,1736
Third Party insurance,5,1737
Comprehensive,5,1738
Third Party insurance,7,1739
Third Party insurance,5,1740
Third Party insurance,5,1741
Comprehensive,5,1742
Third Party insurance,5,1743
Third Party insurance,7,1744
Third Party insurance,5,1745
Third Party insurance,5,1746
Third Party insurance,7,1747
Third Party insurance,5,1748
Third Party insurance,5,1749
Comprehensive,5,1750
Third Party,5,1751
Third Party insurance,5,1752
Comprehensive,5,1753
Comprehensive,5,1754
Third Party insurance,5,1755
Third Party insurance,5,1756
Third Party insurance,5,1757
Third Party insurance,7,1758
Comprehensive,5,1759
Third Party insurance,5,1760
Third Party insurance,5,1761
Third Party insurance,5,1762
Third Party insurance,5,1763
Third Party insurance,5,1764
Third Party insurance,5,1765
Third Party insurance,5,1766
Comprehensive,5,1767
Third Party insurance,5,1768
Comprehensive,5,1769
Zero Dep,5,1770
Third Party,5,1771
Comprehensive,5,1772
Third Party,5,1773
Comprehensive,5,1774
Comprehensive,5,1775
Third Party insurance,5,1776
Third Party insurance,5,1777
Third Party insurance,7,1778
Comprehensive,5,1779
Third Party insurance,5,1780
Third Party insurance,5,1781
Third Party insurance,5,1782
Third Party insurance,5,1783
Comprehensive,5,1784
Comprehensive,5,1785
Comprehensive,5,1786
Third Party insurance,5,1787
Third Party insurance,5,1788
Third Party insurance,7,1789
Third Party insurance,5,1790
Zero Dep,5,1791
Comprehensive,5,1792
Third Party insurance,5,1793
Zero Dep,5,1794
Third Party insurance,5,1795
Third Party insurance,5,1796
Third Party insurance,5,1797
Third Party insurance,5,1798
Third Party insurance,7,1799
Third Party insurance,5,1800
Third Party insurance,5,1801
Third Party insurance,5,1802
Third Party insurance,5,1803
Comprehensive,5,1804
Third Party insurance,5,1805
Third Party insurance,5,1806
Comprehensive,5,1807
